Groupe,Libelle,Quantite,Mois,Annee,Marge_unitaire,Benefice,Proportion_benefice,Ratio,Ratio_pondere_benefice,Potentiel_croissance
CLT 7-12,Tisane DIGEST',60,20,2021,1.46,87.6,0.003359938,,,
CLT 7-12,BG-102 Brûleur ampoules,1231,21,2021,7.789,9588.259,0.207182312,,,
CLT 7-12,BG-103 Brûleur flacon,542,21,2021,7.351,3984.242,0.086091173,,,
CLT 7-12,BT-202 Booster,240,21,2021,4.4,1056,0.022817961,,,
CLT 7-12,CF-306 Confort féminin,0,21,2021,3.05,0,0,,,
CLT 7-12,CT-103 Chitosan,660,21,2021,3.71,2448.6,0.052909147,,,
CLT 7-12,DG-204 Digest,83,21,2021,3.37,279.71,0.006043951,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,1121,21,2021,7.071,7926.591,0.171277126,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,112,21,2021,6.484,726.208,0.015691843,,,
CLT 7-12,MC-218 Minceur 3 en 1,544,21,2021,8.763,4767.072,0.1030065,,,
CLT 7-12,MP-115 Minceur plus,270,21,2021,3.99,1077.3,0.02327821,,,
CLT 7-12,MV-215 Multivitamines,60,21,2021,3.45,207,0.004472839,,,
CLT 7-12,NP-114 Nopal,3095,21,2021,3.71,11482.45,0.248111835,,,
CLT 7-12,PH-216 pH Balance,60,21,2021,6.86,411.6,0.008893819,,,
CLT 7-12,SE-319 Sérénité,30,21,2021,2.98,89.4,0.001931748,,,
CLT 7-12,SPRAY ANTI-FRINGALE,35,21,2021,6.326,221.41,0.004784209,,,
CLT 7-12,Gel minceur 150ml,0,21,2021,5.41,0,0,,,
CLT 7-12,Barre minceur Hyperprotéinée,74,21,2021,2.4,177.6,0.003837566,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,330,21,2021,1.36,448.8,0.009697633,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,195,21,2021,1.36,265.2,0.00573042,,,
CLT 7-12,Boules de soja BBQ,80,21,2021,0.47,37.6,0.000812458,,,
CLT 7-12,Boules de soja chocolat,160,21,2021,0.47,75.2,0.001624915,,,
CLT 7-12,Boules de soja Oignons,160,21,2021,0.47,75.2,0.001624915,,,
CLT 7-12,CEREALES CHOCOLAT,369,21,2021,1.07,394.83,0.008531454,,,
CLT 7-12,CEREALES FRUITS ROUGES,132,21,2021,1.05,138.6,0.002994857,,,
CLT 7-12,CEREALES NATURE,42,21,2021,1.29,54.18,0.001170717,,,
CLT 7-12,Chili con carne,80,21,2021,0.89,71.2,0.001538484,,,
CLT 7-12,Colin sauce oseille et riz,0,21,2021,0.6,0,0,,,
CLT 7-12,Lasagnes,72,21,2021,0.84,60.48,0.001306847,,,
CLT 7-12,Noix de soja BBQ,40,21,2021,0.32,12.8,0.000276581,,,
CLT 7-12,Pâtes bolognaises,60,21,2021,0.79,47.4,0.001024215,,,
CLT 7-12,Poulet curry et son riz,20,21,2021,0.84,16.8,0.000363013,,,
CLT 7-12,Thé Silhouette+,80,21,2021,1.72,137.6,0.002973249,,,
CLT 7-12,Tisane CIRCULATION,0,21,2021,1.46,0,0,,,
CLT 7-12,Tisane DIGEST',0,21,2021,1.46,0,0,,,
CLT 7-12,BG-102 Brûleur ampoules,1460,22,2021,7.789,11371.94,0.234969813,,,
CLT 7-12,BG-103 Brûleur flacon,672,22,2021,7.351,4939.872,0.102068847,,,
CLT 7-12,BT-202 Booster,60,22,2021,4.4,264,0.005454833,,,
CLT 7-12,CF-306 Confort féminin,120,22,2021,3.05,366,0.007562382,,,
CLT 7-12,CT-103 Chitosan,661,22,2021,3.71,2452.31,0.050670231,,,
CLT 7-12,DG-204 Digest,120,22,2021,3.37,404.4,0.008355812,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,1043,22,2021,7.071,7375.053,0.152385154,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,308,22,2021,6.484,1997.072,0.041263991,,,
CLT 7-12,MC-218 Minceur 3 en 1,544,22,2021,8.763,4767.072,0.098498411,,,
CLT 7-12,MP-115 Minceur plus,90,22,2021,3.99,359.1,0.007419812,,,
CLT 7-12,MV-215 Multivitamines,150,22,2021,3.45,517.5,0.010692712,,,
CLT 7-12,NP-114 Nopal,2700,22,2021,3.71,10017,0.20697371,,,
CLT 7-12,PH-216 pH Balance,150,22,2021,6.86,1029,0.02126145,,,
CLT 7-12,SE-319 Sérénité,30,22,2021,2.98,89.4,0.001847205,,,
CLT 7-12,SPRAY ANTI-FRINGALE,12,22,2021,6.326,75.912,0.001568512,,,
CLT 7-12,Gel minceur 150ml,10,22,2021,5.41,54.1,0.001117827,,,
CLT 7-12,Barre minceur Hyperprotéinée,153,22,2021,2.4,367.2,0.007587176,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,360,22,2021,1.36,489.6,0.010116235,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,165,22,2021,1.36,224.4,0.004636608,,,
CLT 7-12,Boules de soja BBQ,40,22,2021,0.47,18.8,0.00038845,,,
CLT 7-12,Boules de soja chocolat,40,22,2021,0.47,18.8,0.00038845,,,
CLT 7-12,Boules de soja Oignons,80,22,2021,0.47,37.6,0.0007769,,,
CLT 7-12,CEREALES CHOCOLAT,378,22,2021,1.07,404.46,0.008357052,,,
CLT 7-12,CEREALES FRUITS ROUGES,114,22,2021,1.05,119.7,0.002473271,,,
CLT 7-12,CEREALES NATURE,48,22,2021,1.29,61.92,0.001279406,,,
CLT 7-12,Chili con carne,40,22,2021,0.89,35.6,0.000735576,,,
CLT 7-12,Colin sauce oseille et riz,0,22,2021,0.6,0,0,,,
CLT 7-12,Lasagnes,132,22,2021,0.84,110.88,0.00229103,,,
CLT 7-12,Noix de soja BBQ,40,22,2021,0.32,12.8,0.000264477,,,
CLT 7-12,Pâtes bolognaises,144,22,2021,0.79,113.76,0.002350537,,,
CLT 7-12,Poulet curry et son riz,60,22,2021,0.84,50.4,0.001041377,,,
CLT 7-12,Thé Silhouette+,70,22,2021,1.72,120.4,0.002487734,,,
CLT 7-12,Tisane CIRCULATION,30,22,2021,1.46,43.8,0.000905006,,,
CLT 7-12,Tisane DIGEST',60,22,2021,1.46,87.6,0.001810013,,,
CLT 7-12,BG-102 Brûleur ampoules,1380,23,2021,7.789,10748.82,0.252990309,,,
CLT 7-12,BG-103 Brûleur flacon,476,23,2021,7.351,3499.076,0.082356232,,,
CLT 7-12,BT-202 Booster,180,23,2021,4.4,792,0.01864096,,,
CLT 7-12,CF-306 Confort féminin,0,23,2021,3.05,0,0,,,
CLT 7-12,CT-103 Chitosan,510,23,2021,3.71,1892.1,0.044533536,,,
CLT 7-12,DG-204 Digest,210,23,2021,3.37,707.7,0.016656828,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,820,23,2021,7.071,5798.22,0.136470186,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,168,23,2021,6.484,1089.312,0.025638664,,,
CLT 7-12,MC-218 Minceur 3 en 1,640,23,2021,8.763,5608.32,0.132000593,,,
CLT 7-12,MP-115 Minceur plus,240,23,2021,3.99,957.6,0.022538615,,,
CLT 7-12,MV-215 Multivitamines,90,23,2021,3.45,310.5,0.007308104,,,
CLT 7-12,NP-114 Nopal,2310,23,2021,3.71,8570.1,0.201710722,,,
CLT 7-12,PH-216 pH Balance,90,23,2021,6.86,617.4,0.014531476,,,
CLT 7-12,SE-319 Sérénité,0,23,2021,2.98,0,0,,,
CLT 7-12,SPRAY ANTI-FRINGALE,24,23,2021,6.326,151.824,0.003573416,,,
CLT 7-12,Gel minceur 150ml,0,23,2021,5.41,0,0,,,
CLT 7-12,Barre minceur Hyperprotéinée,85,23,2021,2.4,204,0.004801459,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,285,23,2021,1.36,387.6,0.009122773,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,150,23,2021,1.36,204,0.004801459,,,
CLT 7-12,Boules de soja BBQ,160,23,2021,0.47,75.2,0.00176995,,,
CLT 7-12,Boules de soja chocolat,280,23,2021,0.47,131.6,0.003097412,,,
CLT 7-12,Boules de soja Oignons,40,23,2021,0.47,18.8,0.000442487,,,
CLT 7-12,CEREALES CHOCOLAT,199,23,2021,1.07,212.93,0.005011641,,,
CLT 7-12,CEREALES FRUITS ROUGES,30,23,2021,1.05,31.5,0.000741402,,,
CLT 7-12,CEREALES NATURE,18,23,2021,1.29,23.22,0.000546519,,,
CLT 7-12,Chili con carne,50,23,2021,0.89,44.5,0.001047377,,,
CLT 7-12,Colin sauce oseille et riz,0,23,2021,0.6,0,0,,,
CLT 7-12,Lasagnes,60,23,2021,0.84,50.4,0.001186243,,,
CLT 7-12,Noix de soja BBQ,40,23,2021,0.32,12.8,0.000301268,,,
CLT 7-12,Pâtes bolognaises,24,23,2021,0.79,18.96,0.000446253,,,
CLT 7-12,Poulet curry et son riz,30,23,2021,0.84,25.2,0.000593121,,,
CLT 7-12,Thé Silhouette+,100,23,2021,1.72,172,0.004048289,,,
CLT 7-12,Tisane CIRCULATION,60,23,2021,1.46,87.6,0.002061803,,,
CLT 7-12,Tisane DIGEST',30,23,2021,1.46,43.8,0.001030902,,,
